,Temp_c,Dew_point_c
3171,-9.2,-12.2
3172,-8.2,-10.9
3173,-7.3,-10.6
3174,-6.4,-10.2
3175,-5.5,-9.9
3176,-5.3,-9.9
3177,-5.2,-9.9
3178,-5.0,-9.9
3179,-3.9,-8.6
3180,-2.7,-7.3
3181,-1.6,-6.0
3182,-0.9,-5.8
3183,-0.3,-5.6
3184,0.4,-5.4
3185,0.7,-5.5
3186,1.0,-5.5
3187,1.3,-5.6
3188,0.7,-5.2
3189,0.0,-4.8
3190,-0.6,-4.4
3191,-2.0,-5.8
3192,-3.4,-7.2
3193,-4.8,-8.6
3194,-4.8,-9.1
3195,-4.8,-9.6
3196,-4.8,-10.1
3197,-4.8,-10.1
3198,-4.7,-10.2
3199,-4.7,-10.2
3200,-4.7,-10.3
3201,-4.6,-10.3
3202,-4.6,-10.4
3203,-4.5,-10.3
3204,-4.4,-10.3
3205,-4.3,-10.2
3206,-4.3,-10.2
3207,-4.3,-10.2
3208,-4.3,-10.2
3209,-4.6,-9.4
3210,-4.9,-8.7
3211,-5.2,-7.9
3212,-4.9,-8.0
3213,-4.6,-8.0
3214,-4.3,-8.1
3215,-4.1,-7.7
3216,-3.8,-7.2
3217,-3.6,-6.8
3218,-3.2,-6.1
3219,-2.7,-5.3
3220,-2.3,-4.6
3221,-2.8,-5.3
3222,-3.3,-5.9
3223,-3.8,-6.6
3224,-4.1,-6.8
3225,-4.5,-7.0
3226,-4.8,-7.2
3227,-3.7,-5.3
3228,-2.5,-3.3
3229,-1.4,-1.4
3230,-1.1,-1.9
3231,-0.9,-2.4
3232,-0.6,-2.9
3233,-0.6,-3.3
3234,-0.7,-3.8
3235,-0.7,-4.2
3236,-0.8,-4.0
3237,-0.9,-3.8
3238,-1.0,-3.6
3239,-1.1,-3.3
3240,-1.3,-3.1
3241,-1.4,-2.8
3242,-2.1,-3.6
3243,-2.7,-4.3
3244,-3.4,-5.1
3245,-3.6,-5.2
3246,-3.8,-5.2
3247,-4.0,-5.3
3248,-5.0,-7.0
3249,-5.9,-8.8
3250,-6.9,-10.5
3251,-5.5,-8.2
3252,-4.0,-6.0
3253,-2.6,-3.7
3254,-2.1,-3.6
3255,-1.5,-3.5
3256,-1.0,-3.4
3257,-1.8,-4.6
3258,-2.5,-5.8
3259,-3.3,-7.0
3260,-3.6,-7.5
3261,-4.0,-8.0
3262,-4.3,-8.5
3263,-4.6,-9.2
3264,-4.9,-9.9
3265,-5.2,-10.6
3266,-5.6,-11.2
3267,-6.0,-11.8
3268,-6.4,-12.4
3269,-6.5,-12.7
3270,-6.7,-13.0
3271,-6.8,-13.3
3272,-6.8,-12.6
3273,-6.7,-11.8
3274,-6.7,-11.1
3275,-5.8,-10.1
3276,-4.8,-9.2
3277,-3.9,-8.2
3278,-3.6,-7.7
3279,-3.3,-7.2
3280,-3.0,-6.7
3281,-3.2,-5.6
3282,-3.3,-4.6
3283,-3.5,-3.5
3284,-4.4,-5.5
3285,-5.3,-7.5
3286,-6.2,-9.5
3287,-7.1,-10.5
3288,-8.1,-11.6
3289,-9.0,-12.6
3290,-9.0,-12.1
3291,-9.0,-11.6
3292,-9.0,-11.1
3293,-9.1,-11.7
3294,-9.2,-12.2
3295,-9.3,-12.8
3296,-8.9,-12.6
3297,-8.5,-12.3
3298,-8.1,-12.1
3299,-6.6,-10.1
3300,-5.2,-8.0
3301,-3.7,-6.0
3302,-3.6,-5.9
3303,-3.6,-5.7
3304,-3.5,-5.6
3305,-3.7,-6.0
3306,-3.9,-6.4
3307,-4.1,-6.8
3308,-4.5,-7.2
3309,-4.8,-7.5
3310,-5.2,-7.9
3311,-5.4,-7.7
3312,-5.6,-7.5
3313,-5.8,-7.3
3314,-6.6,-8.5
3315,-7.3,-9.8
3316,-8.1,-11.0
3317,-7.5,-10.3
3318,-6.9,-9.5
3319,-6.3,-8.8
3320,-6.3,-9.1
3321,-6.4,-9.5
3322,-6.4,-9.8
3323,-4.6,-7.1
3324,-2.7,-4.3
3325,-0.9,-1.6
3326,-0.8,-1.9
3327,-0.8,-2.1
3328,-0.7,-2.4
3329,-1.2,-3.4
3330,-1.8,-4.3
3331,-2.3,-5.3
3332,-2.6,-5.0
3333,-3.0,-4.8
3334,-3.3,-4.5
3335,-3.9,-5.6
3336,-4.4,-6.6
3337,-5.0,-7.7
3338,-5.1,-7.6
3339,-5.2,-7.5
3340,-5.3,-7.4
3341,-5.3,-7.5
3342,-5.3,-7.5
3343,-5.3,-7.6
3344,-5.5,-7.9
3345,-5.8,-8.1
3346,-6.0,-8.4
3347,-5.3,-7.5
3348,-4.5,-6.6
3349,-3.8,-5.7
3350,-4.0,-5.7
3351,-4.3,-5.8
3352,-4.5,-5.8
3353,-5.4,-6.3
3354,-6.3,-6.7
3355,-7.2,-7.2
3356,-6.9,-6.9
3357,-6.6,-6.6
3358,-6.3,-6.3
3359,-6.5,-6.5
4368,-4.0,-5.0
4369,-4.7,-4.7
4370,-4.7,-4.7
4371,-4.8,-4.8
4372,-5.0,-5.0
4373,-5.1,-5.1
4374,-4.7,-4.7
4375,-4.9,-4.9
4376,-5.8,-5.8
4377,-5.9,-5.9
4378,-5.5,-5.5
4379,-5.4,-5.4
4380,-4.8,-4.8
4381,-4.2,-5.2
4382,-3.9,-4.9
4383,-3.6,-4.6
4384,-3.7,-4.7
4385,-3.8,-3.8
4386,-4.7,-4.7
4387,-5.4,-5.4
4388,-5.7,-5.7
4389,-5.9,-5.9
4390,-5.9,-5.9
4391,-6.1,-6.1
4392,-6.4,-6.4
4393,-6.2,-6.2
4394,-6.2,-6.2
4395,-6.2,-6.2
4396,-6.2,-6.2
4397,-5.9,-5.9
4398,-6.1,-6.1
4399,-6.0,-6.0
4400,-5.9,-5.9
4401,-5.9,-5.9
4402,-6.2,-6.2
4403,-6.2,-6.2
4404,-5.5,-5.5
4405,-5.1,-6.5
4406,-4.8,-6.6
4407,-4.5,-5.8
4408,-4.3,-4.3
4409,-4.2,-4.2
4410,-4.3,-4.3
4411,-4.7,-4.7
4412,-5.8,-5.8
4413,-6.5,-6.5
4414,-7.2,-7.2
4415,-7.6,-7.6
4416,-8.1,-8.1
4417,-8.6,-8.6
4418,-9.2,-9.2
4419,-9.4,-9.4
4420,-9.6,-9.6
4421,-9.6,-9.6
4422,-9.5,-11.1
4423,-9.5,-11.1
4424,-9.5,-11.4
4425,-9.5,-11.4
4426,-9.6,-11.2
4427,-9.4,-9.4
4428,-8.7,-8.7
4429,-8.4,-10.2
4430,-8.7,-8.7
4431,-9.2,-10.7
4432,-9.4,-9.4
4433,-10.1,-10.1
4434,-11.5,-14.2
4435,-12.4,-15.7
4436,-13.0,-17.2
4437,-13.4,-17.3
4438,-13.2,-16.8
4439,-13.4,-17.5
4440,-13.9,-17.1
4441,-14.2,-18.0
4442,-13.4,-17.9
4443,-13.6,-18.3
4444,-13.8,-17.5
4445,-13.9,-18.7
4446,-13.0,-18.4
4447,-12.3,-17.6
4448,-11.2,-16.4
4449,-9.8,-15.8
4450,-8.9,-14.8
4451,-8.0,-14.4
4452,-7.4,-14.4
4453,-6.7,-13.8
4454,-5.9,-12.9
4455,-5.2,-11.9
4456,-5.0,-12.0
4457,-5.1,-12.1
4458,-4.6,-11.5
4459,-4.9,-12.1
4460,-6.2,-13.8
4461,-6.9,-14.3
4462,-7.8,-15.2
4463,-8.2,-14.6
4464,-9.4,-14.4
4465,-7.2,-12.2
4466,-7.0,-10.3
4467,-7.5,-9.4
4468,-7.6,-12.8
4469,-7.4,-11.8
4470,-4.7,-8.4
4471,-5.1,-5.1
4472,-5.6,-8.8
4473,-3.7,-6.9
4474,-3.8,-7.9
4475,-2.7,-6.7
4476,-2.3,-5.8
4477,-2.9,-5.7
4478,-2.7,-5.2
4479,-2.8,-5.3
4480,-3.0,-5.2
4481,-3.6,-5.1
4482,-4.7,-6.3
4483,-5.2,-8.2
4484,-5.2,-8.7
4485,-5.9,-9.0
4486,-7.7,-10.3
4487,-6.8,-10.1
4488,-5.8,-9.9
4489,-4.9,-9.7
4490,-5.3,-8.5
4491,-5.7,-7.3
4492,-6.1,-6.1
4493,-6.6,-7.4
4494,-7.2,-8.8
4495,-7.7,-10.1
4496,-8.0,-10.2
4497,-8.4,-10.4
4498,-8.7,-10.5
4499,-8.2,-9.4
4500,-7.6,-8.2
4501,-7.1,-7.1
4502,-6.5,-6.5
4503,-5.8,-5.8
4504,-5.2,-5.2
4505,-6.3,-7.3
4506,-7.3,-9.5
4507,-8.4,-11.6
4508,-8.5,-12.2
4509,-8.7,-12.9
4510,-8.8,-13.5
4511,-9.0,-13.5
4512,-9.2,-13.6
4513,-9.4,-13.6
4514,-8.4,-12.3
4515,-7.3,-11.1
4516,-6.3,-9.8
4517,-5.8,-9.6
4518,-5.2,-9.3
4519,-4.7,-9.1
4520,-4.6,-9.3
4521,-4.4,-9.5
4522,-4.3,-9.7
4523,-2.7,-8.4
4524,-1.2,-7.0
4525,0.4,-5.7
4526,0.6,-5.8
4527,0.9,-6.0
4528,1.1,-6.1
4529,1.4,-5.9
4530,1.6,-5.6
4531,1.9,-5.4
4532,1.3,-5.0
4533,0.8,-4.7
4534,0.2,-4.3
4535,-1.2,-5.6
4536,-2.5,-6.9
4537,-3.9,-8.2
4538,-3.3,-7.8
4539,-2.8,-7.5
4540,-2.2,-7.1
4541,-2.8,-8.0
4542,-3.3,-9.0
4543,-3.9,-9.9
4544,-3.9,-10.1
4545,-4.0,-10.2
4546,-4.0,-10.4
4547,-4.0,-10.4
4548,-3.9,-10.4
4549,-3.9,-10.4
4550,-3.6,-9.8
4551,-3.3,-9.2
4552,-3.0,-8.6
4553,-3.5,-8.0
4554,-4.0,-7.3
4555,-4.5,-6.7
4556,-4.2,-6.7
4557,-3.9,-6.8
4558,-3.6,-6.8
4559,-3.2,-6.5
4560,-2.9,-6.1
4561,-2.5,-5.8
4562,-2.1,-5.2
4563,-1.8,-4.6
4564,-1.4,-4.0
4565,-2.1,-5.0
4566,-2.9,-5.9
4567,-3.6,-6.9
4568,-4.0,-7.0
4569,-4.4,-7.1
4570,-4.8,-7.2
4571,-3.7,-5.3
4572,-2.7,-3.5
4573,-1.6,-1.6
4574,-0.9,-1.8
4575,-0.1,-1.9
4576,0.6,-2.1
4577,0.6,-2.6
4578,0.6,-3.1
4579,0.6,-3.6
4580,0.2,-3.5
4581,-0.1,-3.3
4582,-0.5,-3.2
4583,-0.6,-3.2
4584,-0.8,-3.2
4585,-0.9,-3.2
4586,-1.6,-4.0
4587,-2.2,-4.9
4588,-2.9,-5.7
4589,-3.1,-5.8
4590,-3.2,-6.0
4591,-3.4,-6.1
4592,-4.4,-7.6
4593,-5.5,-9.2
4594,-6.5,-10.7
4595,-5.4,-8.6
4596,-4.2,-6.4
4597,-3.1,-4.3
4598,-2.8,-4.4
4599,-2.4,-4.5
4600,-2.1,-4.6
4601,-2.4,-5.3
4602,-2.6,-6.1
4603,-2.9,-6.8
4604,-3.2,-7.3
4605,-3.4,-7.9
4606,-3.7,-8.4
4607,-4.0,-8.9
4608,-4.3,-9.5
4609,-4.6,-10.0
4610,-5.0,-10.6
4611,-5.4,-11.1
4612,-5.8,-11.7
4613,-6.0,-12.0
4614,-6.2,-12.4
4615,-6.4,-12.7
4616,-6.3,-12.2
4617,-6.3,-11.6
4618,-6.2,-11.1
4619,-5.5,-10.1
4620,-4.7,-9.1
4621,-4.0,-8.1
4622,-3.6,-7.3
4623,-3.1,-6.4
4624,-2.7,-5.6
4625,-3.2,-6.0
4626,-3.8,-6.3
4627,-4.3,-6.7
4628,-4.9,-7.5
4629,-5.4,-8.2
4630,-6.0,-9.0
4631,-6.6,-9.7
4632,-7.2,-10.4
4633,-7.8,-11.1
4634,-7.8,-11.0
4635,-7.7,-10.9
4636,-7.7,-10.8
4637,-8.0,-11.5
4638,-8.4,-12.1
4639,-8.7,-12.8
4640,-8.3,-12.5
4641,-7.8,-12.1
4642,-7.4,-11.8
4643,-6.3,-9.9
4644,-5.1,-7.9
4645,-4.0,-6.0
4646,-3.8,-5.8
4647,-3.5,-5.7
4648,-3.3,-5.5
4649,-3.6,-6.0
4650,-3.8,-6.5
4651,-4.1,-7.0
4652,-4.3,-7.1
4653,-4.5,-7.2
4654,-4.7,-7.3
4655,-5.0,-7.2
4656,-5.3,-7.1
4657,-5.6,-7.0
4658,-6.2,-8.3
4659,-6.8,-9.5
4660,-7.4,-10.8
4661,-7.2,-10.4
4662,-6.9,-10.0
4663,-6.7,-9.6
4664,-6.4,-9.5
4665,-6.0,-9.4
4666,-5.7,-9.3
4667,-4.2,-7.3
4668,-2.6,-5.2
4669,-1.1,-3.2
4670,-0.7,-2.9
4671,-0.2,-2.5
4672,0.2,-2.2
4673,-0.5,-2.9
4674,-1.2,-3.6
4675,-1.9,-4.3
4676,-2.2,-4.4
4677,-2.6,-4.4
4678,-2.9,-4.5
4679,-3.3,-5.2
4680,-3.7,-5.9
4681,-4.1,-6.6
4682,-4.3,-6.5
4683,-4.6,-6.5
4684,-4.8,-6.4
4685,-5.2,-6.3
4686,-5.6,-6.1
4687,-6.0,-6.0
4688,-6.2,-6.6
4689,-6.4,-7.3
4690,-6.6,-7.9
4691,-5.9,-7.3
4692,-5.3,-6.8
4693,-4.6,-6.2
4694,-4.4,-5.5
4695,-4.3,-4.8
4696,-4.1,-4.1
4697,-4.7,-4.7
4698,-5.2,-5.2
4699,-5.8,-5.8
4700,-5.6,-5.6
4701,-5.4,-5.4
4702,-5.2,-5.2
4703,-5.5,-5.5
4704,-3.9,-7.4
4705,-3.7,-7.1
4706,-3.7,-6.8
4707,-3.7,-6.6
4708,-3.7,-6.8
4709,-3.9,-7.0
4710,-4.3,-7.5
4711,-4.3,-7.3
4712,-4.1,-7.0
4713,-3.7,-6.3
4714,-1.9,-4.3
4715,2.2,-0.2
4716,4.2,1.8
4717,5.5,3.5
4718,6.3,4.3
4719,6.7,4.8
4720,6.6,4.9
4721,5.9,4.0
4722,4.1,2.3
4723,2.4,1.0
4724,-1.1,-2.9
4725,-1.1,-3.0
4726,-0.9,-3.1
4727,-1.1,-3.5
4728,-1.3,-3.2
4729,-1.3,-3.2
4730,-1.2,-3.1
4731,-1.0,-2.7
4732,-1.2,-2.4
4733,-1.5,-1.5
4734,-1.7,-1.7
4735,-1.8,-1.8
4736,-1.8,-2.8
4737,-1.7,-3.2
4738,-0.5,-1.8
4739,1.5,0.3
4740,3.5,2.7
4741,5.9,5.0
4742,7.1,6.7
4743,6.0,4.2
4744,7.4,7.2
4745,6.2,6.2
4746,5.2,3.8
4747,2.1,2.1
4748,0.8,0.8
4749,2.3,0.4
4750,-0.5,-1.4
4751,-0.6,-1.7
4752,1.2,-1.7
4753,-0.2,-0.8
4754,-0.1,-1.2
4755,0.5,-2.7
4756,0.2,-1.0
4757,-0.6,-1.5
4758,-0.4,-3.2
4759,-1.2,-2.6
4760,-1.6,-3.2
4761,0.4,-1.5
4762,3.6,3.6
4763,6.5,6.2
4764,8.0,7.9
4765,9.1,7.8
4766,10.0,8.8
4767,11.0,10.5
4768,9.6,8.4
4769,9.0,7.9
4770,9.0,8.8
4771,3.3,3.3
4772,1.2,1.2
4773,2.1,1.3
4774,1.2,1.2
4775,1.0,1.0
4776,2.9,0.0
4777,0.7,-0.1
4778,0.6,-0.2
4779,2.9,-0.7
4780,0.4,-1.3
4781,0.4,-2.0
4782,2.3,-1.8
4783,0.1,-2.6
4784,0.0,-2.8
4785,1.5,-3.1
4786,3.4,0.1
4787,6.7,3.4
4788,6.2,1.9
4789,8.8,5.3
4790,8.2,4.4
4791,8.1,4.3
4792,8.3,4.4
4793,7.9,3.8
4794,6.1,1.6
4795,3.5,-1.4
4796,1.3,-3.9
4797,0.6,-4.7
4798,0.4,-5.1
4799,0.5,-5.2
4800,1.1,-4.6
4801,0.0,-5.6
4802,-0.7,-6.5
4803,-1.0,-6.7
4804,-1.5,-7.2
4805,-2.2,-7.7
4806,-2.9,-7.7
4807,-3.6,-7.4
4808,-4.0,-6.8
4809,-3.4,-5.7
4810,-0.8,-3.6
4811,2.4,-0.5
4812,4.0,0.9
4813,4.9,1.7
4814,5.3,2.2
4815,4.7,1.7
4816,4.4,2.0
4817,3.8,2.9
4818,2.9,2.9
4819,-0.2,-3.4
4820,-2.0,-5.9
4821,-2.3,-6.4
4822,-2.1,-7.0
4823,-1.7,-7.5
4824,-2.1,-8.2
4825,-2.4,-8.5
4826,-2.7,-8.8
4827,-3.0,-9.1
4828,-3.2,-9.6
4829,-3.4,-10.0
4830,-3.6,-10.5
4831,-3.5,-10.4
4832,-3.5,-10.4
4833,-3.4,-10.3
4834,-1.8,-8.4
4835,-0.1,-6.4
4836,1.5,-4.5
4837,1.8,-4.2
4838,2.2,-3.8
4839,2.5,-3.5
4840,1.9,-4.2
4841,1.2,-4.8
4842,0.6,-5.5
4843,-0.6,-7.1
4844,-1.7,-8.7
4845,-2.9,-10.3
4846,-2.9,-10.1
4847,-3.0,-9.8
4848,-3.0,-9.6
4849,-3.3,-9.7
4850,-3.6,-9.7
4851,-3.9,-9.8
4852,-3.9,-9.3
4853,-3.9,-8.8
4854,-3.9,-8.3
4855,-3.6,-7.5
4856,-3.2,-6.8
4857,-2.9,-6.0
4858,-1.1,-3.7
4859,0.8,-1.4
4860,2.6,0.9
4861,3.5,1.6
4862,4.4,2.2
4863,5.3,2.9
4864,4.6,1.9
4865,4.0,0.8
4866,3.3,-0.2
4867,1.4,-1.8
4868,-0.5,-3.4
4869,-2.4,-5.0
4870,-2.5,-4.9
4871,-2.7,-4.9
4872,-2.8,-4.8
4873,-3.2,-4.5
4874,-3.5,-4.2
4875,-3.9,-3.9
4876,-4.0,-4.0
4877,-4.1,-4.1
4878,-4.2,-4.2
4879,-3.7,-4.6
4880,-3.2,-4.9
4881,-2.7,-5.3
4882,-2.2,-5.5
4883,-1.6,-5.6
4884,-1.1,-5.8
4885,-1.0,-6.0
4886,-0.9,-6.3
4887,-0.8,-6.5
4888,-1.2,-6.7
4889,-1.5,-7.0
4890,-1.9,-7.2
4891,-2.6,-7.6
4892,-3.3,-7.9
4893,-4.0,-8.3
4894,-4.2,-8.4
4895,-4.4,-8.4
4896,-4.6,-8.5
4897,-4.6,-8.3
4898,-4.5,-8.2
4899,-4.5,-8.0
4900,-4.5,-7.9
4901,-4.6,-7.9
4902,-4.6,-7.8
4903,-4.7,-7.3
4904,-4.8,-6.8
4905,-4.9,-6.3
4906,-2.9,-3.8
4907,-0.8,-1.3
4908,1.2,1.2
4909,1.5,1.5
4910,1.8,1.8
4911,2.1,2.1
4912,1.3,1.1
4913,0.6,0.2
4914,-0.2,-0.8
4915,-1.4,-2.3
4916,-2.7,-3.9
4917,-3.9,-5.4
4918,-4.5,-6.4
4919,-5.1,-7.5
4920,-5.7,-8.5
4921,-5.8,-8.7
4922,-5.9,-9.0
4923,-6.0,-9.2
4924,-6.1,-9.4
4925,-6.1,-9.6
4926,-6.2,-9.8
4927,-5.7,-9.4
4928,-5.3,-9.0
4929,-4.8,-8.6
4930,-3.1,-6.9
4931,-1.5,-5.3
4932,0.2,-3.6
4933,1.0,-2.6
4934,1.7,-1.5
4935,2.5,-0.5
4936,2.4,-0.4
4937,2.3,-0.3
4938,2.2,-0.2
4939,-0.2,-2.9
4940,-2.6,-5.6
4941,-5.0,-8.3
4942,-5.2,-8.3
4943,-5.3,-8.2
4944,-5.5,-8.2
4945,-5.4,-7.8
4946,-5.4,-7.4
4947,-5.3,-7.0
4948,-5.1,-6.9
4949,-5.0,-6.9
4950,-4.8,-6.8
4951,-4.2,-6.7
4952,-3.6,-6.5
4953,-3.0,-6.4
4954,0.4,-2.3
4955,3.7,1.7
4956,7.1,5.8
4957,8.3,7.1
4958,9.6,8.5
4959,10.8,9.8
4960,9.9,9.2
4961,9.0,8.6
4962,8.1,8.0
4963,5.0,4.3
4964,1.9,0.6
4965,-1.2,-3.1
4966,-1.3,-3.4
4967,-1.4,-3.7
4968,-1.5,-4.0
4969,-1.4,-4.0
4970,-1.4,-4.1
4971,-1.3,-4.1
4972,-1.3,-4.0
4973,-1.3,-4.0
4974,-1.3,-3.9
4975,-1.0,-3.5
4976,-0.6,-3.0
4977,-0.3,-2.6
4978,2.2,0.1
4979,4.6,2.8
4980,7.1,5.5
4981,7.8,6.2
4982,8.5,7.0
4983,9.2,7.7
4984,8.2,6.7
4985,7.1,5.6
4986,6.1,4.6
4987,4.2,2.9
4988,2.3,1.1
4989,0.4,-0.6
4990,0.0,-1.3
4991,-0.4,-2.0
4992,-0.8,-2.7
4993,-0.4,-3.6
4994,0.1,-4.5
4995,0.5,-5.4
4996,-0.4,-6.1
4997,-1.4,-6.8
4998,-2.3,-7.5
4999,-2.3,-7.3
5000,-2.4,-7.0
5001,-2.4,-6.8
5002,-1.2,-6.1
5003,0.0,-5.3
5004,1.2,-4.6
5005,1.2,-4.8
5006,1.3,-5.0
5007,1.3,-5.2
5008,1.0,-5.1
5009,0.6,-5.1
5010,0.3,-5.0
5011,-0.1,-5.5
5012,-0.4,-6.1
5013,-0.8,-6.6
5014,-0.9,-7.1
5015,-0.9,-7.6
5016,-1.0,-8.1
5017,-1.6,-8.3
5018,-2.1,-8.6
5019,-2.7,-8.8
5020,-3.2,-8.8
5021,-3.7,-8.7
5022,-4.2,-8.7
5023,-4.2,-9.1
5024,-4.2,-9.4
5025,-4.2,-9.8
5026,-3.8,-9.7
5027,-3.3,-9.6
5028,-2.9,-9.5
5029,-2.8,-9.5
5030,-2.7,-9.4
5031,-2.6,-9.4
5032,-2.6,-9.2
5033,-2.7,-8.9
5034,-2.7,-8.7
5035,-3.3,-9.1
5036,-4.0,-9.4
5037,-4.6,-9.8
5038,-4.7,-9.8
5039,-4.9,-9.9
5712,-3.4,-10.3
5713,-3.1,-9.9
5714,-2.8,-9.5
5715,-2.6,-9.5
5716,-2.6,-9.6
5717,-3.9,-10.2
5718,-3.7,-10.3
5719,-3.5,-10.0
5720,-3.5,-10.2
5721,-3.7,-10.6
5722,-3.5,-10.6
5723,-2.5,-9.6
5724,-1.2,-8.2
5725,-0.9,-8.1
5726,-0.6,-7.8
5727,0.3,-6.8
5728,2.7,-3.6
5729,0.9,-6.1
5730,1.0,-6.2
5731,1.2,-5.8
5732,0.3,-6.9
5733,-0.6,-7.5
5734,-1.8,-8.7
5735,-4.9,-13.1
5736,-6.3,-14.8
5737,-7.5,-16.2
5738,-8.7,-17.7
5739,-9.9,-19.2
5740,-10.7,-20.1
5741,-11.5,-21.1
5742,-12.2,-21.9
5743,-12.9,-22.8
5744,-13.6,-23.6
5745,-14.1,-24.1
5746,-14.2,-24.3
5747,-13.8,-23.9
5748,-13.6,-23.8
5749,-13.3,-23.6
5750,-12.9,-23.3
5751,-12.3,-21.2
5752,-11.7,-20.9
5753,-10.4,-19.4
5754,-11.2,-20.0
5755,-11.1,-19.8
5756,-12.8,-22.6
5757,-11.8,-20.8
5758,-12.0,-21.0
5759,-12.7,-20.9
5760,-13.4,-21.7
5761,-14.0,-21.9
5762,-12.5,-17.6
5763,-14.6,-21.4
5764,-14.7,-21.1
5765,-11.9,-14.9
5766,-15.0,-19.1
5767,-15.1,-20.6
5768,-10.3,-14.1
5769,-15.6,-22.4
5770,-14.7,-21.1
5771,-8.1,-16.2
5772,-11.5,-17.5
5773,-9.7,-15.9
5774,-4.9,-12.5
5775,-6.6,-13.1
5776,-4.6,-10.8
5777,-2.4,-8.7
5778,-4.5,-10.1
5779,-4.5,-10.0
5780,-2.7,-9.2
5781,-4.0,-10.3
5782,-3.3,-9.7
5783,-1.6,-8.1
5784,-1.9,-8.3
5785,-1.1,-7.3
5786,-0.6,-6.8
5787,-0.2,-6.2
5788,-0.1,-6.2
5789,0.1,-5.8
5790,0.3,-5.5
5791,0.7,-5.0
5792,0.1,-5.2
5793,1.1,-4.3
5794,1.8,-3.6
5795,1.6,-3.3
5796,4.0,-1.1
5797,4.5,-0.5
5798,4.4,-0.2
5799,5.0,0.2
5800,4.1,-0.9
5801,4.2,-0.8
5802,3.7,-1.4
5803,3.7,-1.3
5804,3.1,-1.9
5805,3.0,-1.9
5806,3.0,-1.9
5807,3.0,-2.0
5808,2.4,-2.7
5809,2.2,-3.0
5810,1.8,-3.4
5811,1.3,-3.9
5812,0.9,-4.1
5813,0.9,-3.8
5814,0.6,-4.0
5815,0.3,-4.1
5816,0.3,-3.7
5817,0.4,-3.5
5818,0.8,-3.3
5819,1.3,-2.6
5820,1.9,-1.8
5821,2.2,-1.6
5822,2.4,-1.3
5823,2.4,-0.8
5824,2.3,-0.5
5825,2.0,-0.8
5826,1.1,-2.2
5827,0.8,-2.1
5828,-0.2,-3.1
5829,-0.6,-3.3
5830,-0.7,-3.4
5831,-0.6,-3.5
5832,-0.7,-3.8
5833,-0.5,-3.8
5834,-0.3,-3.9
5835,0.3,-3.3
5836,0.8,-2.8
5837,1.4,-2.2
5838,2.7,-1.3
5839,4.0,-0.4
5840,5.3,0.5
5841,5.9,1.2
5842,6.6,1.9
5843,7.2,2.6
5844,7.8,3.3
5845,8.3,4.1
5846,8.9,4.8
5847,8.9,4.8
5848,8.8,4.9
5849,8.8,4.9
5850,7.8,3.7
5851,6.8,2.4
5852,5.8,1.2
5853,4.9,0.0
5854,4.1,-1.1
5855,3.2,-2.3
5856,2.8,-2.9
5857,2.4,-3.6
5858,2.0,-4.2
5859,1.5,-4.9
5860,0.9,-5.7
5861,0.4,-6.4
5862,-0.1,-7.0
5863,-0.6,-7.5
5864,-1.1,-8.1
5865,-1.0,-7.8
5866,-0.8,-7.6
5867,-0.7,-7.3
5868,0.0,-6.4
5869,0.7,-5.6
5870,1.4,-4.7
5871,2.3,-3.2
5872,3.2,-1.8
5873,4.1,-0.3
5874,2.6,-1.8
5875,1.1,-3.4
5876,-0.4,-4.9
5877,-0.3,-4.8
5878,-0.1,-4.8
5879,0.0,-4.7
5880,0.1,-4.5
5881,0.2,-4.4
5882,0.3,-4.2
5883,0.3,-4.0
5884,0.3,-3.8
5885,0.3,-3.6
5886,0.3,-3.5
5887,0.2,-3.4
5888,0.2,-3.3
5889,1.2,-2.0
5890,2.1,-0.7
5891,3.1,0.6
5892,3.7,1.8
5893,4.2,3.1
5894,4.8,4.3
5895,4.7,4.1
5896,4.7,4.0
5897,4.6,3.8
5898,4.0,2.5
5899,3.3,1.2
5900,2.7,-0.1
5901,2.9,0.2
5902,3.0,0.4
5903,3.2,0.7
5904,3.4,1.5
5905,3.6,2.2
5906,3.8,3.0
5907,4.2,2.9
5908,4.7,2.8
5909,5.1,2.7
5910,5.1,1.8
5911,5.0,0.9
5912,5.0,0.0
5913,4.5,-0.5
5914,4.1,-1.1
5915,3.6,-1.6
5916,2.7,-1.9
5917,1.8,-2.3
5918,0.9,-2.6
5919,0.7,-2.7
5920,0.6,-2.9
5921,0.4,-3.0
5922,0.1,-3.4
5923,-0.3,-3.9
5924,-0.6,-4.3
5925,-0.7,-4.3
5926,-0.8,-4.3
5927,-0.9,-4.3
5928,-1.1,-4.7
5929,-1.2,-5.1
5930,-1.4,-5.5
5931,-1.7,-6.2
5932,-2.1,-6.8
5933,-2.4,-7.5
5934,-2.6,-7.8
5935,-2.9,-8.0
5936,-3.1,-8.3
5937,-3.0,-8.2
5938,-3.0,-8.1
5939,-2.9,-8.0
5940,-2.9,-8.2
5941,-3.0,-8.4
5942,-3.0,-8.6
5943,-3.2,-8.8
5944,-3.5,-9.0
5945,-3.7,-9.2
5946,-4.0,-9.3
5947,-4.3,-9.3
5948,-4.6,-9.4
5949,-4.6,-9.4
5950,-4.5,-9.5
5951,-4.5,-9.5
5952,-4.9,-10.2
5953,-5.4,-10.8
5954,-5.8,-11.5
5955,-6.1,-11.4
5956,-6.5,-11.4
